6.000,6.000,5.200,3.250,807.000
6.000,6.000,5.600,3.111,741.000
6.000,7.000,3.600,4.065,784.000
6.000,7.000,4.000,3.652,747.000
6.000,7.000,4.400,3.372,716.000
6.000,7.000,4.800,3.170,694.000
6.000,7.000,5.200,3.017,657.000
6.000,7.000,5.600,2.897,648.000
7.000,3.600,5.200,4.537,926.000
7.000,3.600,5.600,4.271,891.000
7.000,4.000,4.400,4.690,982.000
7.000,4.000,4.800,4.308,931.000
7.000,4.000,5.200,4.030,866.000
7.000,4.000,5.600,3.818,839.000
7.000,4.400,4.000,4.690,974.000
7.000,4.400,4.400,4.239,919.000
7.000,4.400,4.800,3.924,877.000
7.000,4.400,5.200,3.691,814.000
7.000,4.400,5.600,3.513,793.000
7.000,4.800,4.000,4.308,921.000
7.000,4.800,4.400,3.924,873.000
7.000,4.800,4.800,3.652,811.000
7.000,4.800,5.200,3.450,778.000
7.000,4.800,5.600,3.294,720.000
7.000,5.200,3.600,4.537,900.000
7.000,5.200,4.000,4.030,851.000
7.000,5.200,4.400,3.691,807.000
7.000,5.200,4.800,3.450,775.000
7.000,5.200,5.200,3.269,757.000
7.000,5.200,5.600,3.129,711.000
7.000,5.600,3.600,4.271,869.000
7.000,5.600,4.000,3.818,825.000
7.000,5.600,4.400,3.513,786.000
7.000,5.600,4.800,3.294,734.000
7.000,5.600,5.200,3.129,710.000
7.000,5.600,5.600,3.000,698.000
7.000,6.000,3.600,4.065,799.000
7.000,6.000,4.000,3.652,761.000
7.000,6.000,4.400,3.372,729.000
7.000,6.000,4.800,3.170,705.000
7.000,6.000,5.200,3.017,667.000
7.000,6.000,5.600,2.897,657.000
7.000,7.000,3.600,3.706,717.000
7.000,7.000,4.000,3.360,688.000
7.000,7.000,4.400,3.122,665.000
7.000,7.000,4.800,2.947,649.000
7.000,7.000,5.200,2.814,620.000
7.000,7.000,5.600,2.710,613.000
8.000,3.600,4.800,4.500,876.000
8.000,3.600,5.200,4.197,825.000
8.000,3.600,5.600,3.969,802.000
8.000,4.000,4.000,4.800,913.000
8.000,4.000,4.400,4.328,868.000
8.000,4.000,4.800,4.000,832.000
8.000,4.000,5.200,3.759,779.000
8.000,4.000,5.600,3.574,761.000
8.000,4.400,4.000,4.328,862.000
8.000,4.400,4.400,3.940,821.000
8.000,4.400,4.800,3.667,769.000
8.000,4.400,5.200,3.463,741.000
8.000,4.400,5.600,3.306,692.000
8.000,4.800,3.600,4.500,860.000
8.000,4.800,4.000,4.000,823.000
8.000,4.800,4.400,3.667,775.000
8.000,4.800,4.800,3.429,738.000
8.000,4.800,5.200,3.250,714.000
8.000,4.800,5.600,3.111,669.000
8.000,5.200,3.600,4.197,804.000
8.000,5.200,4.000,3.759,767.000
8.000,5.200,4.400,3.463,735.000
8.000,5.200,4.800,3.250,712.000
8.000,5.200,5.200,3.089,673.000
8.000,5.200,5.600,2.963,663.000
8.000,5.600,3.600,3.969,782.000
8.000,5.600,4.000,3.574,749.000
8.000,5.600,4.400,3.306,707.000
8.000,5.600,4.800,3.111,680.000
8.000,5.600,5.200,2.963,662.000
8.000,5.600,5.600,2.847,627.000
8.000,6.000,3.600,3.789,728.000
8.000,6.000,4.000,3.429,700.000
8.000,6.000,4.400,3.181,675.000
8.000,6.000,4.800,3.000,658.000
8.000,6.000,5.200,2.862,628.000
8.000,6.000,5.600,2.754,621.000
8.000,7.000,3.600,3.476,666.000
8.000,7.000,4.000,3.170,645.000
8.000,7.000,4.400,2.957,627.000
8.000,7.000,4.800,2.800,603.000
8.000,7.000,5.200,2.680,593.000
8.000,7.000,5.600,2.585,573.000
